South East Alaska _ 438 ,   continental shelf ,  WetWeight ,  BOX(-140 54,-130 60) ,  Gu̩nette S.,Heymans S.J.J.,Christensen V.,Trites A.W.(2006). Ecosystem models show combined effects of fishing, predation, competition, and ocean productivity on Steller sea lions (Eumetopias jubatus) in Alaska Canadian Journal of Fisheries and Aquatic Sciences. pp 2495-2517     
40 39 
Transient orca 
Toothed whales 
Baleen whales 
Sea lions embryo 
Sea lions pup 
Sea lions juv 
Sea lions adults 
Small mammals 
Sea otters 
Birds 
Shark mammal eater 
Shark and skate 
Salmon 
Pel L 
Pel S 
Sandlance 
Herring 
Pollock juv 
Pollock adult 
POP 
Rockfish slope 
Rockfish shelf 
Sablefish 
Pacific cod 
Halibut 
Arrowtooth 
Dem L 
Flatfish 
Dem S 
Deep L 
Deep S 
Shrimps 
Benthic inverts 
Epibenthic carnivorous 
Cephalopods 
L zoo 
S zoo 
Phyto PrimProd 
Marine plants PrimProd 
Detritus 
1 0.0007
2 0.0174518935
3 0.0361
4 2.39263341e-06
5 9.079065e-05
6 0.00144268747
7 0.013
8 0.041
9 3e-05
10 0.005954
11 0.01
12 0.251
13 1.11
14 0.0344353877
15 0.9239813
16 1.3
17 0.345
18 0.0054057166
19 0.2
20 2.38
21 0.6824242
22 2.62234569
23 0.89
24 0.28
25 0.26
26 0.6
27 0.198297635
28 1.75313652
29 1.02378523
30 0.143090144
31 1.37164319
32 2.559978
33 50.0
34 2.90795016
35 0.226004839
36 40.0
37 17.153183
38 31.8044968
39 23.228
40 13.95
-1 
1 0.000154
2 0.0
3 0.0
4 0.000545183953406719
5 0.0078493701071115
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0602400019075997
13 10.8831780570068
14 0.0
15 0.0291931891735
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
24 0.0
25 0.0
26 0.0
27 0.0
28 0.0
29 0.0
30 0.0
31 0.0
32 0.0
33 0.0
34 0.0
35 0.0
36 0.0
37 0.0
38 3816.539616
39 122.64384
40 0.0
-1 
1 0.0
2 0.000460451
3 0.001466248
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 1.18261e-06
12 5.6069e-06
13 0.5418769
14 0.0
15 3.05058e-10
16 0.0
17 0.1856
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0120504741
24 0.000153255
25 0.08696734
26 0.000261933
27 0.0
28 0.000403117
29 0.0
30 1.47396e-07
31 0.000103117
32 0.0154440189
33 0.0
34 0.0311562456
35 2.60004e-07
36 0.0
37 0.0
38 0.0
39 0.0
40 1083.86866198911
-1 
1 0.00614599977
2 0.159964055
3 0.311893165
4 0.0005396838
5 0.0062259296
6 0.04651206
7 0.263769984
8 0.93767
9 0.00203369977
10 0.321635067
11 0.009099999
12 0.210839972
13 6.992999
14 0.0227273554
15 2.46703
16 4.485
17 1.31444991
18 0.0189884249
19 0.18
20 0.4998
21 0.219058156
22 0.173074812
23 0.3471
24 0.310800016
25 0.280799985
26 0.36
27 0.1588364
28 1.38322473
29 2.40999055
30 0.1931717
31 3.01761484
32 21.5038147
33 580.0
34 16.38145
35 1.23172641
36 368.8
37 1193.86157
38 636.089936
39 20.44064
40 0.0
-1 
1 40 0.001554 
2 11 9.229999e-05 
2 40 0.04017997 
3 1 0.000462 
3 11 0.0002951 
3 40 0.08009548 
4 40 5.500171e-06 
5 1 3.08e-05 
5 11 1.3e-05 
5 40 0.001579641 
6 1 0.0001925 
6 11 1.3e-05 
6 40 0.01176515 
7 1 0.001001 
